enog	sc_count	mc_count	%sc	%present	av.count_if_present
COG0096	4713	16	0.991792929293	0.99515993266	1.00338337915
COG0102	4710	9	0.991161616162	0.993055555556	1.00190718373
COG0097	4708	17	0.990740740741	0.994318181818	1.00380952381
COG0256	4707	5	0.99053030303	0.991582491582	1.00106112054
COG0197	4707	14	0.99053030303	0.993476430976	1.00317729295
COG0093	4706	18	0.99031986532	0.994107744108	1.00381033023
COG0087	4704	17	0.989898989899	0.993476430976	1.00360093201
COG0092	4701	14	0.989267676768	0.992213804714	1.00296924708
COG0098	4700	17	0.989057239057	0.992634680135	1.00381598474
COG0089	4699	15	0.988846801347	0.992003367003	1.00318201103
COG0200	4698	20	0.988636363636	0.992845117845	1.00445103858
COG0100	4698	8	0.988636363636	0.99031986532	1.00191245219
COG0091	4697	18	0.988425925926	0.992213804714	1.00381760339
COG0203	4696	20	0.988215488215	0.992424242424	1.0042408821
COG0184	4696	18	0.988215488215	0.992003367003	1.00381841324
COG0090	4695	19	0.988005050505	0.992003367003	1.00424268137
COG0292	4694	22	0.987794612795	0.992424242424	1.00466497031
COG0228	4692	12	0.987373737374	0.989898989899	1.00255102041
COG0198	4691	21	0.987163299663	0.991582491582	1.00445670628
COG0048	4691	17	0.987163299663	0.990740740741	1.00361087511
COG0051	4691	20	0.987163299663	0.991372053872	1.0044576523
COG0186	4690	20	0.986952861953	0.991161616162	1.0042462845
COG0185	4688	10	0.986531986532	0.988636363636	1.00212856535
COG0094	4688	30	0.986531986532	0.992845117845	1.00678253497
COG0049	4688	18	0.986531986532	0.99031986532	1.00382490438
COG0244	4686	23	0.986111111111	0.990951178451	1.0053089828
COG0335	4685	20	0.985900673401	0.990109427609	1.00446333688
COG0360	4683	24	0.98547979798	0.99053030303	1.00531123858
COG0268	4682	14	0.985269360269	0.988215488215	1.00319420784
COG0081	4675	31	0.983796296296	0.99031986532	1.00701232469
COG0264	4675	31	0.983796296296	0.99031986532	1.00807479813
COG0359	4674	25	0.983585858586	0.988846801347	1.00553309215
COG0261	4674	16	0.983585858586	0.986952861953	1.00362473348
COG0052	4674	28	0.983585858586	0.989478114478	1.00638026372
COG0080	4667	49	0.982112794613	0.992424242424	1.01081424936
COG0319	4658	26	0.980218855219	0.98569023569	1.00555081127
COG0691	4654	52	0.979377104377	0.99031986532	1.01126221844
COG0195	4653	45	0.979166666667	0.988636363636	1.0110685398
COG0291	4653	19	0.979166666667	0.983164983165	1.00406678082
COG0536	4643	40	0.977062289562	0.98547979798	1.00960922486
COG0233	4626	92	0.973484848485	0.992845117845	1.02161933022
COG0130	4618	31	0.971801346801	0.978324915825	1.00709830071
COG0552	4612	43	0.970538720539	0.979587542088	1.01074113856
COG0541	4611	54	0.970328282828	0.981691919192	1.01371918542
COG1466	4608	42	0.969696969697	0.978535353535	1.01032258065
COG0193	4606	83	0.969276094276	0.986742424242	1.01812753252
COG0481	4605	86	0.969065656566	0.987163299663	1.02302280964
COG0353	4603	23	0.968644781145	0.973484848485	1.0056204064
COG0532	4603	57	0.968644781145	0.98063973064	1.01480686695
COG0088	4597	120	0.967382154882	0.992634680135	1.02713589146
COG0571	4596	68	0.967171717172	0.981481481481	1.0173670669
COG0012	4596	96	0.967171717172	0.987373737374	1.02536231884
COG0085	4595	98	0.966961279461	0.987584175084	1.03856808012
COG0016	4584	113	0.964646464646	0.988425925926	1.02512241857
COG0336	4581	29	0.964015151515	0.970117845118	1.00650759219
COG0806	4580	22	0.963804713805	0.968434343434	1.00499782703
COG0211	4577	130	0.963173400673	0.99053030303	1.02846823879
COG1314	4575	14	0.962752525253	0.965698653199	1.00326868599
COG0556	4570	86	0.9617003367	0.979797979798	1.02341065292
COG0290	4567	119	0.961069023569	0.986111111111	1.02710200598
COG1381	4563	20	0.960227272727	0.964436026936	1.00458215143
COG0495	4563	121	0.960227272727	0.98569023569	1.03223740393
COG0669	4562	78	0.960016835017	0.976430976431	1.01702586207
COG0126	4561	128	0.959806397306	0.986742424242	1.02879078695
COG0164	4559	61	0.959385521886	0.972222222222	1.01385281385
COG0690	4556	20	0.958754208754	0.962962962963	1.00437062937
COG0528	4556	151	0.958754208754	0.99053030303	1.04185256002
COG0013	4555	135	0.958543771044	0.986952861953	1.03710021322
COG0799	4552	9	0.957912457912	0.959806397306	1.00219250164
COG0522	4548	168	0.957070707071	0.992424242424	1.03731976251
COG0357	4544	38	0.956228956229	0.964225589226	1.00872981231
COG2255	4541	112	0.955597643098	0.979166666667	1.02729421878
COG0858	4539	154	0.955176767677	0.987584175084	1.03302791391
COG0525	4523	173	0.95180976431	0.988215488215	1.0449318569
COG0173	4521	143	0.951388888889	0.981481481481	1.03366209262
COG0771	4518	98	0.950757575758	0.97138047138	1.02318024263
COG0201	4517	187	0.950547138047	0.989898989899	1.04528061224
COG0086	4509	148	0.948863636364	0.980008417508	1.04079879751
COG0594	4495	11	0.945917508418	0.948232323232	1.00244118953
COG0060	4493	184	0.945496632997	0.984217171717	1.05152875775
COG0238	4485	223	0.943813131313	0.990740740741	1.05331350892
COG1185	4478	55	0.94234006734	0.953914141414	1.01676593867
COG0150	4450	43	0.936447811448	0.945496632997	1.01046071667
COG0779	4449	12	0.936237373737	0.938762626263	1.00291414481
COG0519	4447	175	0.935816498316	0.972643097643	1.03916053656
COG1217	4446	57	0.935606060606	0.947601010101	1.01554519209
COG0196	4445	188	0.935395622896	0.974957912458	1.05158644507
COG0816	4437	139	0.933712121212	0.962962962963	1.03103146853
COG0812	4434	184	0.933080808081	0.971801346801	1.04157644002
COG1160	4433	199	0.93287037037	0.974747474747	1.04468911917
COG0361	4427	288	0.931607744108	0.992213804714	1.06829268293
COG0237	4425	148	0.931186868687	0.962331649832	1.05969822873
COG1399	4425	8	0.931186868687	0.93287037037	1.00203022784
